mac_type,layer_idx,value,count
output_proj,1,-378,5
output_proj,1,-376,5
output_proj,1,-374,9
output_proj,1,-372,2
output_proj,1,-370,2
output_proj,1,-368,8
output_proj,1,-366,5
output_proj,1,-364,5
output_proj,1,-362,14
output_proj,1,-360,2
output_proj,1,-358,19
output_proj,1,-356,16
output_proj,1,-354,15
output_proj,1,-352,16
output_proj,1,-350,21
output_proj,1,-348,26
output_proj,1,-346,25
output_proj,1,-344,33
output_proj,1,-342,29
output_proj,1,-340,38
output_proj,1,-338,41
output_proj,1,-336,46
output_proj,1,-334,40
output_proj,1,-332,43
output_proj,1,-330,56
output_proj,1,-328,53
output_proj,1,-326,56
output_proj,1,-324,66
output_proj,1,-322,89
output_proj,1,-320,72
output_proj,1,-318,68
output_proj,1,-316,84
output_proj,1,-314,92
output_proj,1,-312,107
output_proj,1,-310,88
output_proj,1,-308,92
output_proj,1,-306,114
output_proj,1,-304,111
output_proj,1,-302,118
output_proj,1,-300,103
output_proj,1,-298,125
output_proj,1,-296,120
output_proj,1,-294,132
output_proj,1,-292,129
output_proj,1,-290,149
output_proj,1,-288,139
output_proj,1,-286,147
output_proj,1,-284,139
output_proj,1,-282,162
output_proj,1,-280,162
output_proj,1,-278,170
output_proj,1,-276,151
output_proj,1,-274,184
output_proj,1,-272,177
output_proj,1,-270,182
output_proj,1,-268,194
output_proj,1,-266,172
output_proj,1,-264,181
output_proj,1,-262,191
output_proj,1,-260,228
output_proj,1,-258,173
output_proj,1,-256,194
output_proj,1,-254,205
output_proj,1,-252,206
output_proj,1,-250,181
output_proj,1,-248,203
output_proj,1,-246,192
output_proj,1,-244,211
output_proj,1,-242,214
output_proj,1,-240,223
output_proj,1,-238,252
output_proj,1,-236,204
output_proj,1,-234,237
output_proj,1,-232,226
output_proj,1,-230,241
output_proj,1,-228,229
output_proj,1,-226,245
output_proj,1,-224,235
output_proj,1,-222,269
output_proj,1,-220,261
output_proj,1,-218,277
output_proj,1,-216,278
output_proj,1,-214,331
output_proj,1,-212,298
output_proj,1,-210,285
output_proj,1,-208,325
output_proj,1,-206,340
output_proj,1,-204,359
output_proj,1,-202,331
output_proj,1,-200,368
output_proj,1,-198,388
output_proj,1,-196,370
output_proj,1,-194,390
output_proj,1,-192,399
output_proj,1,-190,460
output_proj,1,-188,483
output_proj,1,-186,512
output_proj,1,-184,444
